As of Date,Line Type,Line ID,Charge Code/Package,Charge Description,DRG,Patient Type,CPT,Modifiers,Rev Code,Gross Charges,Discounted Cash Price,De-Identified Minimum,De-Identified Maximum,Aetna Better Health Medicaid HMO,Aetna Exchange,Aetna GateKeeper,Aetna Medicare,Aetna National Advantage Program (NAP),Aetna Non-GateKeeper,Aetna Signature Administrators (ASA)
1/13/2023,CDM,5583,4818342889,QUADRA ALLURE MP RF CRT P MRI,,IP,,  ,275,16432.72,N/A,1150.29,16432.72,3122.22,4108.18,6080.11,N/A,N/A,6080.11,N/A
1/13/2023,CDM,5584,4818342889,QUADRA ALLURE MP RF CRT P MRI,,OP,,  ,275,16432.72,N/A,3122.22,16432.72,3122.22,4272.51,6408.76,N/A,12160.21,6408.76,9859.63
1/13/2023,CDM,5585,4818342890,200CM 5MM 6FR. L00MM PTA BLLN,,OP,,  ,272,1120,N/A,33.6,1120,33.6,291.2,436.8,N/A,828.8,470.4,672
1/13/2023,CDM,5586,4818342932,120MM 200CM 6FR SELF EXPAND,,IP,,  ,278,3400,N/A,238,3400,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5587,4818342932,120MM 200CM 6FR SELF EXPAND,,OP,,  ,278,3400,N/A,646,3400,N/A,N/A,N/A,N/A,2516,N/A,2040
1/13/2023,CDM,5588,4818343004,CATH ANGIO 150CM 4FR GLDCA,,OP,,  ,272,191.2,N/A,5.74,191.2,5.74,49.71,74.57,N/A,141.49,80.3,114.72
1/13/2023,CDM,5589,4818343705,ASAHI CORSAIR PRO XS-135,,OP,,  ,272,3180,N/A,95.4,3180,95.4,826.8,1240.2,N/A,2353.2,1335.6,1908
1/13/2023,CDM,5590,4818343706,ASAHI CORSAIR PRO XS-150,,OP,,  ,272,3180,N/A,95.4,3180,95.4,826.8,1240.2,N/A,2353.2,1335.6,1908
1/13/2023,CDM,5591,4818344446,DF4 VIGILANT EL DR,,IP,,  ,278,48240,N/A,3376.8,48240,9165.6,12060,17848.8,N/A,N/A,17848.8,N/A
1/13/2023,CDM,5592,4818344446,DF4 VIGILANT EL DR,,OP,,  ,278,48240,N/A,9165.6,48240,9165.6,12542.4,18813.6,N/A,35697.6,18813.6,28944
1/13/2023,CDM,5593,4818344558,S-ICD ELCTD DELIVERY SYSTM,,IP,,  ,278,4000,N/A,280,4000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5594,4818344558,S-ICD ELCTD DELIVERY SYSTM,,OP,,  ,278,4000,N/A,760,4000,N/A,N/A,N/A,N/A,2960,N/A,2400
1/13/2023,CDM,5595,4818345033,DF4 VIGILANT EL VR,,IP,,  ,278,44284,N/A,3099.88,44284,8413.96,11071,16385.08,N/A,N/A,16385.08,N/A
1/13/2023,CDM,5596,4818345033,DF4 VIGILANT EL VR,,OP,,  ,278,44284,N/A,8413.96,44284,8413.96,11513.84,17270.76,N/A,32770.16,17270.76,26570.4
1/13/2023,CDM,5597,4818345135,IS1 52CM 7841 LD INGEVITY+ AF,,IP,,  ,278,1980,N/A,514.8,4387,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5598,4818345135,IS1 52CM 7841 LD INGEVITY+ AF,,OP,,  ,278,1980,N/A,198,1980,N/A,N/A,N/A,N/A,1465.2,N/A,1188
1/13/2023,CDM,5599,4818345561,DF1 X4 MOMENTUM IS4,,IP,,  ,278,65064,N/A,4554.48,65064,12362.16,16266,24073.68,N/A,N/A,24073.68,N/A
1/13/2023,CDM,5600,4818345561,DF1 X4 MOMENTUM IS4,,OP,,  ,278,65064,N/A,12362.16,65064,12362.16,16916.64,25374.96,N/A,48147.36,25374.96,39038.4
1/13/2023,CDM,5601,4818345667,1.50MM 200CM 360 DIAMONDBACK P,,OP,,  ,272,14380,N/A,431.4,14380,431.4,3738.8,5608.2,N/A,10641.2,6039.6,8628
1/13/2023,CDM,5602,4818346060,RESONATE EL DR DF4,,IP,,  ,278,52240,N/A,3656.8,52240,9925.6,13060,19328.8,N/A,N/A,19328.8,N/A
1/13/2023,CDM,5603,4818346060,RESONATE EL DR DF4,,OP,,  ,278,52240,N/A,9925.6,52240,9925.6,13582.4,20373.6,N/A,38657.6,20373.6,31344
1/13/2023,CDM,5604,4818346224,IS1 7842 59CM LD INGEVITY+ AF,,IP,,  ,278,1980,N/A,514.8,4387,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5605,4818346224,IS1 7842 59CM LD INGEVITY+ AF,,OP,,  ,278,1980,N/A,198,1980,N/A,N/A,N/A,N/A,1465.2,N/A,1188
1/13/2023,CDM,5606,4818346244,DDPC3D4 CROME MRI DR,,IP,,  ,275,32856,N/A,2169.23,32856,6242.64,8214,12156.72,N/A,N/A,12156.72,N/A
1/13/2023,CDM,5607,4818346244,DDPC3D4 CROME MRI DR,,OP,,  ,275,32856,N/A,6242.64,32856,6242.64,8542.56,12813.84,N/A,24313.44,12813.84,19713.6
1/13/2023,CDM,5608,4818346257,IS1 7840 45CM LD INGEVITY+ AF,,IP,,  ,278,1980,N/A,514.8,4387,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5609,4818346257,IS1 7840 45CM LD INGEVITY+ AF,,OP,,  ,278,1980,N/A,198,1980,N/A,N/A,N/A,N/A,1465.2,N/A,1188
1/13/2023,CDM,5610,4818346297,12 100CM INDIGO CATH XTORQ + L,,OP,,  ,272,27080,N/A,812.4,27080,812.4,7040.8,10561.2,N/A,20039.2,11373.6,16248
1/13/2023,CDM,5611,4818346298,12 SEPRTR,,OP,,  ,272,7580,N/A,227.4,7580,227.4,1970.8,2956.2,N/A,5609.2,3183.6,4548
1/13/2023,CDM,5612,4818346380,LEAD PCNG ATN MRI,,IP,,  ,275,9240,N/A,646.8,9240,N/A,2310,3418.8,N/A,N/A,3418.8,N/A
1/13/2023,CDM,5613,4818346380,LEAD PCNG ATN MRI,,OP,,  ,275,9240,N/A,1755.6,9240,N/A,2402.4,3603.6,N/A,6837.6,3603.6,5544
1/13/2023,CDM,5614,4818346485,CATHETER PRFSN 24MM 14FR 110CM,,IP,,  ,278,5200,N/A,364,5200,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5615,4818346485,CATHETER PRFSN 24MM 14FR 110CM,,OP,,  ,278,5200,N/A,988,5200,N/A,N/A,N/A,N/A,3848,N/A,3120
1/13/2023,CDM,5616,4818346486,CATHETER PRFSN 18MM 11FR 110CM,,IP,,  ,278,5200,N/A,364,5200,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5617,4818346486,CATHETER PRFSN 18MM 11FR 110CM,,OP,,  ,278,5200,N/A,988,5200,N/A,N/A,N/A,N/A,3848,N/A,3120
1/13/2023,CDM,5618,4818346487,CATHETER PRFSN 20MM 11FR 110CM,,IP,,  ,278,5200,N/A,364,5200,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5619,4818346487,CATHETER PRFSN 20MM 11FR 110CM,,OP,,  ,278,5200,N/A,988,5200,N/A,N/A,N/A,N/A,3848,N/A,3120
1/13/2023,CDM,5620,4818346488,CATHETER PRFSN 22MM 12FR 110CM,,IP,,  ,278,5200,N/A,364,5200,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5621,4818346488,CATHETER PRFSN 22MM 12FR 110CM,,OP,,  ,278,5200,N/A,988,5200,N/A,N/A,N/A,N/A,3848,N/A,3120
1/13/2023,CDM,5622,4818346489,CATHETER PRFSN 26MM 16FR 110CM,,IP,,  ,278,5200,N/A,364,5200,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5623,4818346489,CATHETER PRFSN 26MM 16FR 110CM,,OP,,  ,278,5200,N/A,988,5200,N/A,N/A,N/A,N/A,3848,N/A,3120
1/13/2023,CDM,5624,4818347075,12 115CM INDIGO CATH HTORQ + L,,OP,,  ,272,27080,N/A,812.4,27080,812.4,7040.8,10561.2,N/A,20039.2,11373.6,16248
1/13/2023,CDM,5625,4818347148,INTRODUCER SHTH 12FR 4.1MM 80C,,OP,,  ,272,292,N/A,8.76,292,8.76,75.92,113.88,N/A,216.08,122.64,175.2
1/13/2023,CDM,5626,4818347498,MOMENTUM EL VR,,IP,,  ,275,44284,N/A,2169.23,44284,8413.96,11071,16385.08,N/A,N/A,16385.08,N/A
1/13/2023,CDM,5627,4818347498,MOMENTUM EL VR,,OP,,  ,275,44284,N/A,8413.96,44284,8413.96,11513.84,17270.76,N/A,32770.16,17270.76,26570.4
1/13/2023,CDM,5628,4818347689,115CM 8 INDIGO CATH XTORQ +LI,,OP,,  ,272,23080,N/A,692.4,23080,692.4,6000.8,9001.2,N/A,17079.2,9693.6,13848
1/13/2023,CDM,5629,4818347959,MOMENTUM EL DR,,IP,,  ,275,47944,N/A,2169.23,47944,9109.36,11986,17739.28,N/A,N/A,17739.28,N/A
1/13/2023,CDM,5630,4818347959,MOMENTUM EL DR,,OP,,  ,275,47944,N/A,9109.36,47944,9109.36,12465.44,18698.16,N/A,35478.56,18698.16,28766.4
1/13/2023,CDM,5631,4818348150,ROTAPRO 1.50MM,,OP,,  ,272,8380,N/A,251.4,8380,251.4,2178.8,3268.2,N/A,6201.2,3519.6,5028
1/13/2023,CDM,5632,4818348717,SION BLUE PTCA GW 190CM,,OP,,  ,272,360,N/A,10.8,360,10.8,93.6,140.4,N/A,266.4,151.2,216
1/13/2023,CDM,5633,4818349223,20MM WATCHMAN FLX LAA CLOSURE,,IP,,  ,278,68000,N/A,4760,68000,12920,17000,25160,N/A,N/A,25160,N/A
1/13/2023,CDM,5634,4818349223,20MM WATCHMAN FLX LAA CLOSURE,,OP,,  ,278,68000,N/A,12920,68000,12920,17680,26520,N/A,50320,26520,40800
1/13/2023,CDM,5635,4818349224,24MM WATCHMAN FLX LAA CLOSURE,,IP,,  ,278,68000,N/A,4760,68000,12920,17000,25160,N/A,N/A,25160,N/A
1/13/2023,CDM,5636,4818349224,24MM WATCHMAN FLX LAA CLOSURE,,OP,,  ,278,68000,N/A,12920,68000,12920,17680,26520,N/A,50320,26520,40800
1/13/2023,CDM,5637,4818349225,27MM WATCHMAN FLX LAA CLOSURE,,IP,,  ,278,68000,N/A,4760,68000,12920,17000,25160,N/A,N/A,25160,N/A
1/13/2023,CDM,5638,4818349225,27MM WATCHMAN FLX LAA CLOSURE,,OP,,  ,278,68000,N/A,12920,68000,12920,17680,26520,N/A,50320,26520,40800
1/13/2023,CDM,5639,4818349226,31MM WATCHMAN FLX LAA CLOSURE,,IP,,  ,278,68000,N/A,4760,68000,12920,17000,25160,N/A,N/A,25160,N/A
1/13/2023,CDM,5640,4818349226,31MM WATCHMAN FLX LAA CLOSURE,,OP,,  ,278,68000,N/A,12920,68000,12920,17680,26520,N/A,50320,26520,40800
1/13/2023,CDM,5641,4818349227,35MM WATCHMAN FLX LAA CLOSURE,,IP,,  ,278,68000,N/A,4760,68000,12920,17000,25160,N/A,N/A,25160,N/A
1/13/2023,CDM,5642,4818349227,35MM WATCHMAN FLX LAA CLOSURE,,OP,,  ,278,68000,N/A,12920,68000,12920,17680,26520,N/A,50320,26520,40800
1/13/2023,CDM,5643,4818349757,CATHETER BLNDIL 3.5MM 143CM 6M,,OP,,  ,272,3040,N/A,91.2,3040,91.2,790.4,1185.6,N/A,2249.6,1276.8,1824
1/13/2023,CDM,5644,4818350695,INDIGO CATHETER 7 + LIGHTNING,,OP,,  ,272,22280,N/A,668.4,22280,668.4,5792.8,8689.2,N/A,16487.2,9357.6,13368
1/13/2023,CDM,5645,4818350703,MITRACLIP G4 SYSTEM,,IP,,  ,278,120000,N/A,8400,120000,22800,30000,44400,N/A,N/A,44400,N/A
1/13/2023,CDM,5646,4818350703,MITRACLIP G4 SYSTEM,,OP,,  ,278,120000,N/A,22800,120000,22800,31200,46800,N/A,88800,46800,72000
1/13/2023,CDM,5647,4818351154,CATHETER BLNDIL 6MM 130CM 100M,,OP,,  ,272,6800,N/A,204,6800,204,1768,2652,N/A,5032,2856,4080
1/13/2023,CDM,5648,4818351324,08 2.25 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5649,4818351324,08 2.25 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5650,4818351325,12 2.25 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5651,4818351325,12 2.25 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5652,4818351326,15 2.25 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5653,4818351326,15 2.25 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5654,4818351327,18 2.25 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5655,4818351327,18 2.25 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5656,4818351328,23 2.25 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5657,4818351328,23 2.25 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5658,4818351329,28 2.25 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5659,4818351329,28 2.25 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5660,4818351330,33 2.25 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5661,4818351330,33 2.25 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5662,4818351331,38 2.25 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5663,4818351331,38 2.25 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5664,4818351332,08 2.50 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5665,4818351332,08 2.50 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5666,4818351333,12 2.50 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5667,4818351333,12 2.50 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5668,4818351334,15 2.50 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5669,4818351334,15 2.50 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5670,4818351335,18 2.50 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5671,4818351335,18 2.50 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5672,4818351336,23 2.50 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5673,4818351336,23 2.50 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5674,4818351337,28 2.50 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5675,4818351337,28 2.50 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5676,4818351338,33 2.50 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5677,4818351338,33 2.50 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5678,4818351339,38 2.50 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5679,4818351339,38 2.50 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5680,4818351340,2.75 08 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5681,4818351340,2.75 08 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5682,4818351341,12 2.75 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5683,4818351341,12 2.75 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5684,4818351342,15 2.75 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5685,4818351342,15 2.75 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5686,4818351343,18 2.75 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5687,4818351343,18 2.75 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5688,4818351344,2.75 23 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5689,4818351344,2.75 23 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5690,4818351345,2.75 28 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5691,4818351345,2.75 28 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5692,4818351346,2.75 33 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5693,4818351346,2.75 33 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5694,4818351347,2.75 38 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5695,4818351347,2.75 38 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5696,4818351348,08 3.00 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5697,4818351348,08 3.00 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5698,4818351349,12 3.00 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5699,4818351349,12 3.00 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5700,4818351350,15 3.00 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5701,4818351350,15 3.00 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5702,4818351351,18 3.00 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5703,4818351351,18 3.00 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5704,4818351352,23 3.00 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5705,4818351352,23 3.00 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5706,4818351353,28 3.00 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5707,4818351353,28 3.00 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5708,4818351354,33 3.00 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5709,4818351354,33 3.00 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5710,4818351355,38 3.00 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5711,4818351355,38 3.00 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5712,4818351356,3.25 08 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5713,4818351356,3.25 08 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5714,4818351357,12 3.25 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5715,4818351357,12 3.25 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5716,4818351358,15 3.25 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5717,4818351358,15 3.25 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5718,4818351359,18 3.25 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5719,4818351359,18 3.25 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5720,4818351360,3.25 23 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5721,4818351360,3.25 23 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5722,4818351361,3.25 28 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5723,4818351361,3.25 28 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5724,4818351362,3.25 33 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5725,4818351362,3.25 33 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5726,4818351363,3.25 38 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5727,4818351363,3.25 38 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5728,4818351364,08 3.50 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5729,4818351364,08 3.50 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5730,4818351365,12 3.50 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5731,4818351365,12 3.50 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
1/13/2023,CDM,5732,4818351366,15 3.50 XIENCE SKYPOINT EVEROL,,IP,,  ,278,2100,N/A,546,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1/13/2023,CDM,5733,4818351366,15 3.50 XIENCE SKYPOINT EVEROL,,OP,,  ,278,2100,N/A,210,2100,N/A,N/A,N/A,N/A,1554,N/A,1260
