Identifier Code,Billing Code,Identifier Description,NYU Langone Long Island Gross Charges,NYU Langone Long Island Discounted Cash Price,AETNA HMO
6168538,-1,BINDER ABDOMINAL 9IN TRI-PANL PREM SM/MD,-1,-1,NSP
6168539,-1,WASHCLOTH DISP WHT 10X13IN,-1,-1,NSP
6168794,-1,GLOVE EXAM NITRILE LF PF NSTRL LG,512.52,97.38,NSP
6168795,-1,GLOVE EXAM NITRILE PFREE SILK W/FILM MED,445.48,84.64,NSP
6168796,-1,GLOVE EXAM NITRILE PFREE SILK W/FILM LG,445.48,84.64,NSP
6168797,-1,GLOVE EXAM NITRILE SILK W/FILM X SM,445.48,84.64,NSP
6168804,-1,DRESSING MEPILEX BORDER 4X4IN,-1,-1,NSP
6168814,-1,PANTS SCRUB REG CLASSIC FIT 31IN SM,-1,-1,NSP
6168825,-1,FORMALIN 10% BUFFERED 5GAL,636.62,120.96,NSP
6168828,-1,MASK NON METAL MRI SAFE,-1,-1,NSP
6168834,-1,SPLINT FINGER OVAL 5PK SZ 8,-1,-1,NSP
6168837,-1,SPLINT FINGER OVAL 5PK SZ 12,-1,-1,NSP
6168838,-1,SPLINT FINGER OVAL 5PK SZ 13,-1,-1,NSP
6168878,-1,STERILE WATER F/INJECTION USP BAG PH 5.4 2000ML,-1,-1,NSP
6168880,-1,FORMULA NUTRAMAGIN LIPIL 20Z RTU,-1,-1,NSP
6168917,-1,NDL HYPO 21GA 1.5IN SFTYECLPS,-1,-1,NSP
6168918,-1,NDL HYPO 22GA 1.5IN SFTYECLPS,-1,-1,NSP
6168921,-1,COVERALL SPUNBOND WHITE LG,-1,-1,NSP
6168938,-1,TUBING EXT 61IN MINI INFUSER,-1,-1,NSP
6168946,-1,CUFF NIBP SNGL LUMEN LRG ADLT DISP,2377.15,451.66,NSP
6168947,-1,ELECTRODE ECG RADIOTRANSLUCENT SNAP MEDITRACE,-1,-1,NSP
6168950,-1,POUCH SENSURA MIO BABY FLEX 2-PIECE,-1,-1,NSP
6168951,-1,POUCH SENSURA MIO BABY FLEX 2-PIECE BARRIER,-1,-1,NSP
6168962,-1,STRAP POSITIONING KNEE BODY DISP 60INX4IN,-1,-1,NSP
6168974,-1,GARMENT CALF VASOPRESS MD (SCD),-1,-1,NSP
6168976,-1,GARMENT CALF VASOPRESS GRN LG,-1,-1,NSP
6168985,-1,Use 253348 REMOVER COLLODION SOLVENT REMOVER 12oz,235.68,44.78,NSP
6168987,-1,BLOOD COLLECTION DEVICE BACTERIA ALERT MALE,-1,-1,NSP
6169001,-1,POUCH SENSURA MIO KIDS 2 PIECE OSTO DRAINABLE,-1,-1,NSP
6169002,-1,POUCH SENSURA MIO KIDS 2 PIECE OSTO BARRIER,-1,-1,NSP
6169043,-1,SCRUB PANTS REVERSIBLE DRAWSTRING WAIST LG,-1,-1,NSP
6169045,-1,SPECIMEN BAGS BIOHAZARD CLEAR LG15X17,-1,-1,NSP
6169062,-1,GARMENT CALF VASOPRESS SM,-1,-1,NSP
6169092,-1,ELECTRODE ECG STRESS FOAM 5PK,-1,-1,NSP
6169096,-1,GLOVE EXAM RESTORE SENSE NITRL MAX OAT SM,-1,-1,NSP
6169097,-1,GLOVE EXAM RESTORE SENSE NITRL MAX OAT MED,-1,-1,NSP
6169098,-1,GLOVE EXAM RESTORE SENSE NITRL MAX OAT LG,-1,-1,NSP
6169099,-1,GLOVE EXAM RESTORE SENSE NITRL MAX OAT XL,-1,-1,NSP
6169100,-1,GLOVE EXAM NITRL VERA SHIELD LG,-1,-1,NSP
6169101,-1,GLOVE EXAM NITRL VERA SHIELD MED,-1,-1,NSP
6169102,-1,GLOVE EXAM NITRL VERA SHIELD SM,-1,-1,NSP
6169103,-1,GLOVE EXAM NITRL VERA SHIELD XL,-1,-1,NSP
6169191,-1,GLOVE NITRILE EXAM PFREE BLUE SM,243.81,46.32,NSP
6169192,-1,GLOVE NITRILE EXAM PFREE BLUE MED,243.81,46.32,NSP
6169193,-1,GLOVE NITRILE EXAM PFREE BLUE LG,243.81,46.32,NSP
6169194,-1,GLOVE NITRILE EXAM PFREE BLUE XL,243.81,46.32,NSP
6169209,-1,WIPES CAVI QUAT,-1,-1,NSP
6169229,-1,AEROSOL ADAPTER,-1,-1,NSP
6169230,-1,TENT FACE NEGATIVE PRESSURE SCAVENGER KIT,270.9,51.47,NSP
6169237,-1,AEROSOL DPC HIGH,1918.92,364.59,NSP
6169238,-1,AEROSOL DPC LOW,1918.92,364.59,NSP
6169239,-1,PATIENT CIRCUIT HIGH FLOW DISP,1365.34,259.41,NSP
6169240,-1,PATIENT CIRCUIT HIGH FL NO DISP,1946.01,369.74,NSP
6169241,-1,PATIENT CIRCUIT LOW FL NO DISP,1946.01,369.74,NSP
6169242,-1,ADAPTER WATER BOTTLE SALEBLE,-1,-1,NSP
6169253,-1,TUBING ADAPTER 22MM,-1,-1,NSP
6169277,-1,MASK W/ TIES SO SOFT SURGICAL,-1,-1,NSP
6169286,-1,SPLINT FINGER CRVD 6IN LG,-1,-1,NSP
6169408,-1,LINER TRAY PLASMA TAZZ PINK POUCH 6X7IN,-1,-1,NSP
6169450,-1,MASK PERCUSSOR NEONATAL,150.89,28.67,NSP
6169451,-1,MASK PERCUSSOR INFANT,156.58,29.75,NSP
6169530,-1,CARTRIDGE RPLCMNT HEARTSTART ONSITE AED FOR PADS EA,736.04,139.85,NSP
6169531,-1,CARTRIDGE REPLACEMENT HEARTSTART ONSITE AED FOR PADS EA,1056.24,200.69,NSP
6169568,-1,SPLINT  FINGER  CRVD  MD,-1,-1,NSP
6169569,-1,SPLINT  FINGER  CRVD  SM,-1,-1,NSP
6169645,-1,WEDGE POSITIONING XL COVERED ATR+,1232.6,234.19,NSP
6169667,-1,TAPE HYPAFIX RETENT 2X10YD,-1,-1,NSP
6169714,-1,SIMILAC SOY ISOMIL LIQ 2 OZ BTL,-1,-1,NSP
6169767,-1,CATH IV BASIC TRAY 20GA 2.25IN,739.02,140.41,NSP
6169774,-1,POUCH OSTOMY 3/8-1-7/8IN SENSU,-1,-1,NSP
6169775,-1,REMOVER ADHSV 1.7OZ SPRAY,-1,-1,NSP
6169776,-1,SEAL OSTOMY COHESIVE 98MM,-1,-1,NSP
6169794,-1,TRANSFER SHEET Z SLIDER SNGL PK NON-STER XL,1370.62,260.42,NSP
6169822,-1,CABLE NERVEANA MONO STIM DIN TO FEM BANANA CO REUSE,8127,1544.13,NSP
6169840,-1,SYR PREFILLED POSIFLUSH 10ML NS 0.9%,-1,-1,NSP
6169847,-1,HEADBAND FOREHEAD SENSOR,-1,-1,NSP
6169850,-1,SPOON SOUP  PLASTIC HANDLE SWIVEL UTENSILS,-1,-1,NSP
6169851,-1,FORK PLASTIC HANDLE SWIVEL UTENSILS,-1,-1,NSP
6169928,-1,MASK TOTAL NON-REBREATHER ADLT W/7IN TUBING,-1,-1,NSP
6169954,-1,MASK FLEX ANESTH SZ 1 TOP VALVE,-1,-1,NSP
6169955,-1,EXT SET IV 6 0.2ML  M/F LL CLAMP,-1,-1,NSP
6169956,-1,FILTER HEPA ADLT,-1,-1,NSP
6169985,-1,WIPES BABY HYPOALLERGENIC FRAGRANCE-FREE,-1,-1,NSP
6169993,-1,RESISTANCE LEVEL 2 RED,713.42,135.55,NSP
6170021,-1,BASIN SAFETY-SPLASH W/PAD BLU 500ML,-1,-1,NSP
6170045,-1,BLOOD PACK UNIT,172.86,32.84,NSP
6170046,-1,CONNECTOR Y TYPE W/STD BLOOD FILTER LL  ADAPTER,-1,-1,NSP
6170047,-1,MONOFILAMENT SEMMES WEINSTEIN  F/FOOT SCREEN,1082.11,205.6,NSP
6170049,-1,FOAM LOW TACK ROLYAN TEMPER 3/8X16X24 MED BLU,167.08,31.74,NSP
6170059,-1,BOTTLE 4 OZ W/PREEMIE NIPPLE,-1,-1,NSP
6170127,-1,LIFTS ADJUSTABLE HEEL LG,-1,-1,NSP
6170140,-1,POUCH DRAIN W/INVISICLOSE 2PC 1.75IN,-1,-1,NSP
6170218,-1,GOWN STER AURORA 2XL,-1,-1,NSP
6170225,-1,THERABAND GRY NONLTX RESISTANCE BAND 25 YDS,927.16,176.16,NSP
6170243,-1,CARTRIDGE TABLO F/DIALYSIS,-1,-1,NSP
6170275,-1,TUBING ATS SUCTION LINE,826.25,156.99,NSP
6170330,-1,PHALLOPLASTY STAGE 1,2980.17,566.23,NSP
6170331,-1,STAGE 2 ALT  RFF,1292.5,245.58,NSP
6170332,-1,STAGE 3 ALT  RFF,1281.76,243.54,NSP
6170403,-1,MASK ADLT O2 NON-REBREATHING,-1,-1,NSP
6170413,-1,DRAPE F/DEL/EXTREMITY RFID SCANNER,-1,-1,NSP
6170457,-1,KIT SPECIMEN PROTOCOL PARASIT SNGL VL,-1,-1,NSP
6170458,-1,DEVICE BLOOD COLL BTA FEM,-1,-1,NSP
6170487,-1,AMMONIA INHALENT 15% AMPULE,-1,-1,NSP
6170488,-1,GOWN PT DISP 30X42IN WHT,-1,-1,NSP
6170628,-1,ELECTRODES ECG RESTING TAB SM,-1,-1,NSP
6170656,-1,GRAVITY SET IV VALVE ROLLER SLIDE SMARTSITE,-1,-1,NSP
6170659,-1,DOME DELIVERY SIROS REUSABLE,10158.75,1930.16,NSP
6170660,-1,SET PREP D-VIAL SIROS,3047.63,579.05,NSP
6170661,-1,SET DELIVERY SIROS STRL DISP,1625.4,308.83,NSP
6170688,-1,VIAL F/STOOL TRANSPORT C&S,-1,-1,NSP
6170689,-1,KIT SWAB AND MEDIA VTM 3ML,-1,-1,NSP
6170726,-1,DRSG AQUACEL AG ADVANTAGE SURG 3.5X4IN,290.43,55.18,NSP
6170727,-1,DRSG AQUACEL AG ADVANTAGE SURG 3.5X6IN,353.58,67.18,NSP
6170728,-1,DRSG AQUACEL AG ADVANTAGE SURG 3.5X10IN,441.97,83.97,NSP
6170729,-1,DRSG AQUACEL AG ADVANTAGE SURG 3.5X12IN,492.48,93.57,NSP
6170730,-1,DRSG AQUACEL AG ADVANTAGE SURG 3.5X14IN,492.48,93.57,NSP
6170731,-1,WRAP STERILIZATION NON SEQUENTIAL 18X18IN,-1,-1,NSP
6170740,-1,ESOPHAGEAL STETHOSCOPES 18 FR,-1,-1,NSP
6170747,-1,IV START KIT W/CHLORAPREP TEGADERM,-1,-1,NSP
6170755,-1,CREAM SHAVING 1.5 OZ,-1,-1,NSP
6170764,-1,ADAPT-A-REACHER W/SUCTION CUPS,241.91,45.96,NSP
6170785,-1,FILTER CARTRIDGE ORGANIC VAPOR P100 6000,140.95,26.78,NSP
6170788,-1,STRIPS OPTH BIOGLO FLUORESCEIN NA 1 MG,-1,-1,NSP
6170789,-1,Use 302817 TRAY TRACH INTRO PERC W/TUBE 8.5MM,6061.12,1151.61,NSP
6170791,-1,PAMPERS SWADDLERS SZ 2 DIAPERS 12-18 LBS,-1,-1,NSP
6170792,-1,PAMPERS SWADDLERS SZ 3 DIAPERS 16-28 LBS,-1,-1,NSP
6170795,-1,ADAPT-A-REACHER W/SUCTION CUPS 26IN STD,222.54,42.28,NSP
6170798,-1,SET EXT SHT L7 IN .5 ML IV MULTI-FLO,-1,-1,NSP
6170799,-1,MANIFOLD 3 PORT RT OFF,-1,-1,NSP
6172346,-1,EAR SENSOR RD SET SNGL USE,273.61,51.99,NSP
6172359,-1,WATER TRAP W/VLV ADLT,-1,-1,NSP
6172389,-1,SOL PD DIANEAL LOW CA 1.5% DEX 2000ML,-1,-1,NSP
6172390,-1,SOL PD DIANEAL LOW CA 4.25% DEX 2000ML,-1,-1,NSP
6172393,-1,PAMPERS SWADDLERS PURE SZ 1,-1,-1,NSP
6172400,-1,DRESSING AQUACEL XTRA HYDROFIBER 2X2IN,-1,-1,NSP
6172401,-1,DRESSING WOUND AQUACEL AG ADVANTAGE 2X2IN,-1,-1,NSP
6172461,-1,MASK OXYGEN UND CHIN MED CONC ADULT,-1,-1,NSP
6172463,-1,BIPAP CIRCUITS,169.85,32.27,NSP
6172472,-1,SLING ENVELOPE ARM W/PAD,-1,-1,NSP
6172572,-1,COLD PACK PERI 4X10IN,-1,-1,NSP
6172574,-1,TAPE ELECTRODE NEONATAL RT CLR,-1,-1,NSP
6172585,-1,MASK ULTRA-SENSITIVE EAR LOOP,294.63,55.98,NSP
6172587,-1,DISH PETRI STER,-1,-1,NSP
6172591,-1,SYS SWAB SHORT TERM W/CORINZ,-1,-1,NSP
6172619,-1,ARM CRADLE LAMI,-1,-1,NSP
6172620,-1,ICE PACK STAY DRY LRG 4 TIES 6.5X14IN,-1,-1,NSP
6172621,-1,COLD PACK MEDC INSTANT JR 5X7IN,-1,-1,NSP
6172622,-1,COLD PACK MEDC INSTANT LRG 6X9IN,-1,-1,NSP
6172623,-1,COLD PACK MEDC INSTANT MED 6X6.5IN,-1,-1,NSP
6172624,-1,WARM PACK MEDC INSTANT 5.75X5.75IN,-1,-1,NSP
6172625,-1,WARM PACK MEDC INSTANT 5.75X9IN,-1,-1,NSP
6172631,-1,CIRCUIT RESP ADLT 7FT,920.5,174.9,NSP
6172657,-1,SPLINT OVAL-8 SZ 7,-1,-1,NSP
6172658,-1,SPLINT OVAL-8 SZ 8,-1,-1,NSP
6172678,-1,SPLINT NS ORFIT ATOMIC BLU 1/12X18X24IN MICROPERF,801.25,152.24,NSP
6172679,-1,NS ORFIT SONIC SLVR 1/12X18X24IN MICROPERF,699.6,132.92,NSP
6172683,-1,SLING ARM UNIV,-1,-1,NSP
6172690,-1,DEVICE SWAB PREVANTICS DISINF STRIP 1ML 3.15% CHG 70%,-1,-1,NSP
6172721,-1,ICE PACK SML 5X12IN STAY DRY,-1,-1,NSP
6172945,-1,CRUTCH YOUTH ALUM 300 LBB,177.44,33.71,NSP
6172976,-1,CASE GLASSES DISP GRN 160X70X60MM,-1,-1,NSP
6172987,-1,SET EXT NEXUS TRIFURCATED 6IN,-1,-1,NSP
6172999,-1,CIRCUIT BREATHING INFANT MVP-10,330.61,62.82,NSP
6173016,-1,ALARM SITTER ON CUE,2059.52,391.31,NSP
6173044,-1,ARM SLING DELUXE W/PAD SZ XL 9X20IN,-1,-1,NSP
6173045,-1,ARM SLING DELUXE SZ LG,-1,-1,NSP
6173046,-1,ARM SLING DELUXE SZ SM,-1,-1,NSP
6173341,-1,SET TOURNIQUET 7.5MM,-1,-1,NSP
6173345,-1,CLOTH SKIN PREP CHG 2% 7.5X7.5IN,-1,-1,NSP
6173347,-1,TUBING BIPOLAR IRRIGATOR CORD SET DISP,686.68,130.47,NSP
6173363,-1,HUMIDIFIER EMPTY 500ML 6 PSI,-1,-1,NSP
6173370,-1,SENSOR PULSE OX ADHES RD SET NEOPT,154.71,29.4,NSP
6173489,-1,GEL ADH CONDUCTIVE GRASS 1.76 OZ,135.63,25.77,NSP
6173499,-1,BASIN WASH ROUND PLASTIC GRAPHITE 4.25X10.75IN 5QT,-1,-1,NSP
6173503,-1,BOWL NONSTER LG 32OZ,-1,-1,NSP
6173544,-1,HOLDER TRACH TUBE ONE SZ FITS MOST,-1,-1,NSP
6173545,-1,UNDERPAD STD 9X14IN,-1,-1,NSP
6173546,-1,HOLDER TRACH NECKBAND PED 2PC,-1,-1,NSP
6173547,-1,CUFF BP INF DISP 1 TB BAYONET STYLE,-1,-1,NSP
6173580,-1,WIPES SALINE 3 X 4,-1,-1,NSP
6173643,-1,MASK OPTICHAMBER DIAMOND LITE TOUCH MD,-1,-1,NSP
6173693,-1,CANNULAIDE F/INFANT NCPAP SECUREMENT,-1,-1,NSP
6173722,-1,Use 303187 BOOT TRACTION UNIV 20IN,497.37,94.5,NSP
6173787,-1,SLING ENVELOPE ARM W/PAD SM,-1,-1,NSP
6173787,-1,SLING ENVELOPE ARM W/PAD SM,-1,-1,NSP
6173832,-1,CONTAINER F/SHARP AND CHEMO WASTE W/SLIDING LID 12 GAL,167.15,31.76,NSP
6173843,-1,CANNULAIDE NCPAP SECUREMENT SZ 2,-1,-1,NSP
6173939,-1,SLING ENVELOPE ARM W/PAD XL,-1,-1,NSP
6173951,-1,SOL PD DIANEAL LOW CA 2.25% DEX 2000ML,-1,-1,NSP
6174021,-1,WIPES MICROFIBER,-1,-1,NSP
6174038,-1,BOOT CAST CANVAS ROCKER W/HOOK LP SM,-1,-1,NSP
6174067,-1,TAPE REPLACEMENT F/NEO SENSOR LNCS,-1,-1,NSP
6174070,-1,BRIEF MESH INCONTINENCE LNG LEG 2XL 50-75IN,-1,-1,NSP
6174078,-1,CIRCUIT 90EXP 1BV 3L GSL,-1,-1,NSP
6174079,-1,POWER WEB LF RED MED,336.46,63.93,NSP
6174080,-1,STOCKING ANTI-EMBOLISM KNEE REG X-LG,144.93,27.54,NSP
6174100,-1,BANDAGE RETAINING TUBULAR NO 6,161.59,30.7,NSP
6174103,-1,CONTAINER CHEMO 8 GAL PORT YEL PGII,394.15,74.89,NSP
6174104,-1,CONTAINER CHEMO 18 GAL YEL PRT,545.23,103.59,NSP
6174105,-1,CONTAINER CHEMO 2 GAL HINGE YEL,-1,-1,NSP
6174112,-1,SLING F/ARM ENVELOPE MED,-1,-1,NSP
6174113,-1,SLING F/ARM ENVELOPE LG,-1,-1,NSP
6174133,-1,NDL BIOPSY BREAST 12GA 15CM INTRO 10GA 10CM,739.56,140.52,NSP
6174135,-1,TOURNIQUET FOLDED AND BANDED BLU 1X18IN,-1,-1,NSP
6174170,-1,SPLINT SOF-STREC SHT EXT MED,-1,-1,NSP
6174171,-1,SPLINT SOF-STREC SHT EXT LG,-1,-1,NSP
6174290,-1,SUPPORTER REG SZ XL 44-50IN,-1,-1,NSP
6174291,-1,SUPPORTER REG SZ MED 32-38IN,-1,-1,NSP
6174292,-1,SUPPORTER REG SZ LG 38-44IN,-1,-1,NSP
6176295,-1,TUBING CONNECTOR Y 6-IN-1 NS,-1,-1,NSP
6176296,-1,EXERCISER VOLUMETRIC VOLDYNE 5000ML,-1,-1,NSP
6176297,-1,STRAP CHIN BUBBLE CPAP 26-32CM,-1,-1,NSP
6176298,-1,STRAP CHIN BUBBLE CPAP 32-38CM,-1,-1,NSP
6176299,-1,INFANT BUBBLE CPAP SYSTEM,10361.93,1968.77,NSP
6176351,-1,CASE BRUSH COMPONENT KIT,-1,-1,NSP
6176352,-1,IUI BRUSH COMPONENT KIT,-1,-1,NSP
6176354,-1,SARA MEEKS FULL ROLLER,812.02,154.28,NSP
6176371,-1,SANITIZER PURELL INSTANT HAND ALOE,-1,-1,NSP
6176372,-1,MCT OIL 1 QT BTL,510.61,97.02,NSP
6176403,-1,TUBE PROVOX LIFE LARYTUBES 9/55,1848.89,351.29,NSP
6176404,-1,TUBE PROVOX LIFE LARYTUBES 10/55,1828.58,347.43,NSP
6176405,-1,TUBEHOLDER PROVOX LIFE LARY TUBEHOLDER,-1,-1,NSP
6176406,-1,CASSETTE PROVOX LIFE HME HOME,-1,-1,NSP
6176407,-1,CASSETTE PROVOX LIFE HME NIGHT,-1,-1,NSP
6176415,-1,CUFF B/P CHILD ECO DISP,-1,-1,NSP
6176416,-1,CUFF B/P SMALL ADULT ECO DISP,-1,-1,NSP
6176417,-1,CUFF B/P ADULT ECO DISP,-1,-1,NSP
6176418,-1,CUFF B/P LARGE ADLT ECO DISP,-1,-1,NSP
6176476,-1,HEADBLOCKS EXTENDED RANGE (X-LNG) FOR OPEN BACK RING,11242.35,2136.05,NSP
6176547,-1,LABEL VERSED,-1,-1,NSP
6176558,-1,PANTS KNIT MATERNITY INCONTINENCE  LG/XLG,-1,-1,NSP
6176573,-1,RESUSCITATOR W/INFANT MASK,135.83,25.81,NSP
6176580,-1,TRANSFER UNIT BATTERY KT,42016.59,7983.15,NSP
6176581,-1,TRANSFER UNIT MANIFOLD KT,37817.64,7185.35,NSP
6177315,-1,HANDLE FOR VALVE/SIZERS - DISP,-1,-1,NSP
6177319,-1,GLOVE SURG PI SZ 5.5,-1,-1,NSP
6177320,-1,GLOVE SURG PI SZ 6.5,-1,-1,NSP
6177321,-1,GLOVE SURG PI SZ 7,-1,-1,NSP
6177322,-1,GLOVE SURG PI SZ 7.5,-1,-1,NSP
6177323,-1,GLOVE SURG PI SZ 8,-1,-1,NSP
6177324,-1,GLOVE SURG PI SZ 8.5,-1,-1,NSP
6177325,-1,GLOVE SURG UNDER PI GRN SZ 6,-1,-1,NSP
6177325,-1,GLOVE SURG UNDER PI GRN SZ 6,-1,-1,NSP
6177327,-1,GLOVE SURG UNDER PI GRN SZ 6.5,-1,-1,NSP
6177328,-1,GLOVE SURG UNDER PI GRN SZ 7,-1,-1,NSP
6177329,-1,GLOVE SURG UNDER PI GRN SZ 7.5,-1,-1,NSP
6177330,-1,GLOVE SURG UNDER PI GRN SZ 8,-1,-1,NSP
6177331,-1,GLOVE SURG UNDER PI GRN SZ 8.5,-1,-1,NSP
6177332,-1,GLOVE SURG UNDER PI GRN SZ 9,-1,-1,NSP
6177333,-1,GLOVE SURG PI/NEO SZ 5.5,-1,-1,NSP
6177334,-1,GLOVE SURG PI/NEO SZ 6.5,-1,-1,NSP
6177335,-1,GLOVE SURG PI/NEO SZ 7,-1,-1,NSP
6177336,-1,GLOVE SURG PI/NEO SZ 7.5,-1,-1,NSP
6177337,-1,GLOVE SURG PI/NEO SZ 8,-1,-1,NSP
6177338,-1,GLOVE SURG PI/NEO SZ 8.5,-1,-1,NSP
6177339,-1,GLOVE SURG NEOP SZ 6,-1,-1,NSP
6177340,-1,GLOVE SURG NEOP SZ 6.5,-1,-1,NSP
6177341,-1,GLOVE SURG NEOP SZ 7.0,-1,-1,NSP
6177342,-1,GLOVE SURG NEOP SZ 7.5,-1,-1,NSP
6177343,-1,GLOVE SURG NEOP SZ 8.0,-1,-1,NSP
6177344,-1,GLOVE SURG NEOP SZ 8.5,-1,-1,NSP
6177345,-1,GLOVE SURG PF/LTX SZ 6.5,-1,-1,NSP
6177346,-1,GLOVE SURG PF/LTX SZ 7,-1,-1,NSP
6177347,-1,GLOVE SURG PF/LTX SZ 7.5,-1,-1,NSP
6177348,-1,GLOVE SURG PF/LTX SZ 8,-1,-1,NSP
6177349,-1,GLOVE SURG PF/LTX SZ 8.5,-1,-1,NSP
6177350,-1,GLOVE SURG PF/LTX SZ 9,-1,-1,NSP
6177351,-1,GLOVE SURG UNDER LTX GRN SZ 5.5,-1,-1,NSP
6177352,-1,GLOVE SURG UNDER LTX GRN SZ 6,-1,-1,NSP
6177353,-1,GLOVE SURG UNDER LTX GRN SZ 6.5,-1,-1,NSP
6177354,-1,GLOVE SURG UNDER LTX GRN SZ 7,-1,-1,NSP
6177355,-1,GLOVE SURG UNDER LTX GRN SZ 7.5,-1,-1,NSP
6177356,-1,GLOVE SURG UNDER LTX GRN SZ 8,-1,-1,NSP
6177357,-1,GLOVE SURG UNDER LTX GRN SZ 8.5,-1,-1,NSP
6177394,-1,ZIPPER PULLS- CLR,-1,-1,NSP
6177416,-1,TOWELETTES CASTILLE SOAP  5 X 7,-1,-1,NSP
6177438,-1,BOTTLE F/BABY  W/0+ NIPPLE,147.36,28,NSP
6177464,-1,PROBE COVER ULTRSND W/SALINE WIPE STER 14X61CM,-1,-1,NSP
6177475,-1,PATCH EYE TRANSLUCENT,-1,-1,NSP
6177476,-1,WAND FIXATION BERNELL,168.97,32.11,NSP
6177477,-1,GOGGLES ORIGINAL BERNELL MODEL – RED/GRN,-1,-1,NSP
6177478,-1,KIT VARIABLE TRANAGLYPH – PERIPHERAL & CENTRAL,237.04,45.04,NSP
6177479,-1,MEDIA BLOOD CULTURE ANAEROBIC,-1,-1,NSP
6177480,-1,RIBBON PRINTER THERMAL TRANSFER,2003.71,380.71,NSP
6177516,-1,TOOTHBRUSH PREMIUM INDIV WRAPPED SFT,-1,-1,NSP
6177534,-1,"CLEANSER,WOUND,SKINTEGRITY,8OZ,SPRAY",-1,-1,NSP
6177557,-1,"PAD CANN NASAL F/WIGGLE JR 2 XS,S",-1,-1,NSP
6177558,-1,"PAD CANN NASAL F/WIGGLE JR 2 M,L,XL",-1,-1,NSP
6177603,-1,CONTAINER F/SPECIMEN VACUETTE W/TRANSFER DEVICE,-1,-1,NSP
6177665,-1,TRANSPAC IV MONITORING KITS,-1,-1,NSP
6177685,-1,PILLOW CUSTOM OVAL COLORECTAL NYU,209.95,39.89,NSP
6177718,-1,MARKER CLR PNT FIDUCIAL MRI,-1,-1,NSP
6177741,-1,TUNNELER CRANIAL AND DEPTH STOP DBS,4063.5,772.07,NSP
6177742,-1,LEAD CAP AND TORQUE WRENCH DBS,1625.4,308.83,NSP
6177743,-1,TUNNELER EXTENSION DBS,3657.15,694.86,NSP
6177744,-1,LEAD TEST CABLE DBS,2031.75,386.03,NSP
6177745,-1,EXTENSION TEST CABLE DBS,2031.75,386.03,NSP
6177746,-1,CONNECTOR PLUG DBS,2031.75,386.03,NSP
6177753,-1,LEAD DBS 1.5MM 42CM,43344,8235.36,NSP
6177754,-1,LEAD DBS MARKER 1.5MM 42CM,43344,8235.36,NSP
6177768,-1,GLOVE SURG PI SZ 6,-1,-1,NSP
6177769,-1,GLOVE SURG PI SZ 9,-1,-1,NSP
6177786,-1,UNDERWEAR F/WOMEN ULTRA LG/XL 40-56,-1,-1,NSP
6177787,-1,UNDERWEAR  F/WOMEN FITRIGHT XXL 68-80,-1,-1,NSP
6177794,-1,CONNECTOR TUBING RAPID-FILL LUER TO LL STER LF RED,-1,-1,NSP
6177797,-1,IMMOBILIZER ELASTIC SHOULDER  XL 39-43IN,-1,-1,NSP
6177798,-1,IMMOBILIZER F/KNEE UNIV TRI-PANEL 24IN,294.2,55.9,NSP
6177799,-1,IMMOBILIZER KNEE DELUXE CUT-AWAY  22IN UNI,294.2,55.9,NSP
6177800,-1,NIBP CUFF SNGL LUMEN ADLT L DISP,2113.02,401.47,NSP
6177822,-1,SENSOR LNCS TF-I FOREHEAD TRANSFLECTANCE 3FT,2438.1,463.24,NSP
6177865,-1,CRUTCH ADLT 5FT 2IN -5FT 10IN,138.24,26.27,NSP
6177866,-1,CRUTCH ADLT PEDS 4FT - 4FT 6IN,-1,-1,NSP
6177867,-1,CRUTCH ADLT TALL 5FT 8IN - 6FT 6IN,138.62,26.34,NSP
6177869,-1,ELECTRODE FOAM MNTR SLD GEL 5,-1,-1,NSP
6177897,-1,SURGICAL GOWN LARGE,-1,-1,NSP
6177928,-1,TAPE STICKY SECUREMENT WHISKERS HYDROCOLLOID,-1,-1,NSP
6177929,-1,SET EXT LIFESHIELD MACROBOREINJ SITE LF,-1,-1,NSP
6177938,-1,MAT BATH PAPER,-1,-1,NSP
6177971,-1,COAT LAB DISP WHT W/O POCKET SM,-1,-1,NSP
6177972,-1,COAT LAB DISP WHT W/O POCKET MED,-1,-1,NSP
6177973,-1,COAT LAB DISP WHT LG,-1,-1,NSP
6177974,-1,COAT LAB DISP WHT XL,-1,-1,NSP
6177975,-1,COAT LAB DISP WHITE 2XL,-1,-1,NSP
6177976,-1,COAT LAB DISP WHITE 4XL,-1,-1,NSP
6177977,-1,BRACE DEVICE COMPRESSION XL COLOWRAP,2031.75,386.03,NSP
6177978,-1,BRACE DEVICE COMPRESSION MED COLOWRAP,2031.75,386.03,NSP
6177979,-1,BRACE DEVICE COMPRESSION LG COLOWRAP,2031.75,386.03,NSP
6177980,-1,BRACE DEVICE COMPRESSION 2XL COLOWRAP,2539.69,482.54,NSP
6178007,-1,BOOT CAST ROCKER SANDAL MED 4.75X11IN,-1,-1,NSP
6178008,-1,COLLAR CERV UNIV FIRM 3.5X22,-1,-1,NSP
6178021,-1,BRACE KNEE SPLINT 3-PANEL UNIV 20 IN,190.98,36.29,NSP
6178022,-1,BRACE KNEE SPLINT 3-PANEL UNIV 24IN,223.49,42.46,NSP
